0,0
1,1
2,22
3,333
4,4444
5,55555
6,666666
7,7777777
8,88888888
9,1755646
10,154579416
11,33581770
12,214985338
13,663206295
14,239715227
15,299846503
16,705303942
17,569339556
18,623231674
19,456018506
20,86219076
21,68803824
22,77702872
23,319026245
24,521239219
25,556931001
26,22651656
27,432586702
28,753231601
29,435426128
30,673841857
31,85968662
32,952632534
33,661844596
34,521182117
35,333107813
36,750028951
37,332409748
38,118132829
39,723157510
40,479091007
41,691977138
42,302282975
43,620404759
44,152798756
45,653480250
46,250579846
47,907026188
48,517871185
49,541375348
50,644528090
51,855982286
52,879555210
53,342497800
54,597833133
55,773918491
56,209918258
57,260942140
58,405010461
59,133632708
60,544912803
61,496028951
62,667486342
63,717443471
64,138069743
65,608799845
66,846906152
67,971787257
68,741611238
69,618283180
70,717492288
71,44986421
72,470607459
73,630508794
74,970497591
75,263500041
76,746984386
77,24898747
78,7153612
79,7844323
80,908085943
81,354782422
82,250576660
83,139316895
84,737499383
85,139870929
86,58785566
87,607465457
88,815780092
89,104498255
90,786687946
91,792504561
92,64337158
93,904798824
94,773555486
95,81788872
96,226486845
97,49768819
98,119297725
99,337413074
100,323577198
101,387066650
102,209874065
103,88543534
104,220223402
105,961052532
106,767540264
107,11748472
108,373796159
109,771225522
110,595368987
111,927325781
112,828727439
113,667570954
114,538291458
115,441237566
116,855677431
117,777373017
118,139453743
119,187649852
120,952823492
121,119872184
122,908541902
123,271601962
124,372313512
125,298178027
126,91901089
127,681066334
128,808114875
129,921515167
130,136680700
131,972613770
132,562467601
133,572922027
134,26813211
135,75611363
136,120016413
137,111320049
138,540543903
139,157303988
140,583794680
141,996962577
142,11807014
143,684517772
144,662601465
145,874758580
146,787367441
147,455193307
148,774780021
149,413161175
150,121748345
151,108693483
152,300572137
153,554399052
154,982652977
155,668217473
156,581298335
157,949275994
158,205956065
159,117563308
160,252457459
161,730813706
162,731881776
163,323756612
164,688766077
165,939059456
166,986314407
167,85362622
168,951275455
169,144364440
170,739041150
171,342330885
172,936762740
173,864610294
174,4495508
175,92352241
176,613668783
177,830399135
178,654253183
179,220328976
180,590948119
181,497606330
182,521904005
183,155808091
184,267886214
185,597376923
186,499254019
187,712177271
188,783663406
189,280751769
190,827391630
191,156237755
192,232088694
193,456994137
194,717838640
195,333022275
196,87859398
197,54710693
198,693040663
199,603222106
200,28105203
201,294887332
202,178810294
203,288251147
204,740831648
205,164356927
206,716171724
207,873585043
208,960923954
209,779007750
210,789720272
211,399474199
212,172563289
213,963515909
214,637574975
215,912901917
216,713226620
217,491618104
218,967124659
219,919487957
220,634137572
221,412366976
222,331872953
223,691704307
224,211584287
225,81070666
226,18607508
227,32390355
228,659585556
229,169616707
230,237373548
231,563039551
232,34186271
233,703117819
234,312470048
235,621155572
236,894311164
237,746622558
238,849515555
239,349389841
240,380243670
241,498676020
242,686925884
243,208571724
244,870918345
245,352922727
246,27227525
247,125902864
248,835877720
249,400924099
250,450230635
251,825110235
252,650127862
253,156985680
254,258404075
255,939008240
256,778571490
257,174627557
258,78257881
259,110033893
260,937068388
261,19164811
262,952391949
263,615744986
264,700556666
265,658014290
266,582506529
267,498289032
268,326484417
269,725470005
270,873545188
271,248054859
272,458916777
273,325244189
274,740971043
275,340310471
276,602142605
277,415382436
278,610512888
279,189115449
280,277128704
281,178700510
282,927808709
283,83737351
284,290065653
285,527605597
286,264746493
287,907062699
288,203470723
289,674015892
290,826847377
291,295206676
292,867728275
293,641109057
294,93895704
295,522714592
296,425140238
297,865775696
298,648398660
299,710721299
300,919389248
301,741593191
302,583797215
303,190591287
304,891672683
305,993234078
306,62707909
307,721561475
308,464320977
309,763322362
310,733666287
311,69253146
312,137965066
313,470369260
314,681567212
315,16725658
316,600859065
317,755993173
318,827060224
319,264385417
320,895379378
321,506204442
322,76191142
323,927006202
324,130561528
325,21949700
326,823742370
327,78066641
328,292733683
329,556230483
330,891701985
331,793917650
332,374653372
333,682510425
334,133100919
335,888341420
336,797609604
337,247109355
338,698643192
339,787316524
340,481188475
341,862754855
342,784826713
343,201418443
344,529109156
345,393793034
346,251793949
347,860236993
348,710487790
349,551716780
350,24273446
351,527540918
352,799137132
353,361689757
354,49090108
355,478361839
356,959781663
357,787015550
358,134478587
359,726991602
360,440082787
361,524899678
362,867911880
363,38897015
364,622636797
365,38737819
366,760244581
367,214010266
368,123185377
369,150138789
370,776553376
371,992838715
372,41883662
373,59256226
374,395565541
375,79975879
376,995096382
377,156978796
378,16800174
379,777638745
380,290871396
381,359653053
382,608102421
383,754804387
384,350936364
385,218687822
386,575508334
387,603689147
388,877171
389,879432139
390,243126691
391,280855067
392,410568568
393,563359424
394,50771580
395,496703292
396,279097094
397,313632751
398,415819278
399,751660655
400,370403285
401,481516474
402,150172
403,965033895
404,25707005
405,369765445
406,613243642
407,878074771
408,62743147
409,633884791
410,502409562
411,958051293
412,304417434
413,653017244
414,506643099
415,339191718
416,425562231
417,354075825
418,713359924
419,677015729
420,876016847
421,693350977
422,611058079
423,866156914
424,590988918
425,800554866
426,613428451
427,184232529
428,802339495
429,953944779
430,646139950
431,37381215
432,553750738
433,489344747
434,770314419
435,961675474
436,534525715
437,124909925
438,454049686
439,87465099
440,996716362
441,11278007
442,273094233
443,306064546
444,670734030
445,992814225
446,446189971
447,626009898
448,519613961
449,171558159
450,893635755
451,529176161
452,788618696
453,169099484
454,126016905
455,590445640
456,431635224
457,709762317
458,663723927
459,181078852
460,551901197
461,420826537
462,287556699
463,464351286
464,898920413
465,45480016
466,742697549
467,3758883
468,772199409
469,619570776
470,816060371
471,553133649
472,606685436
473,39975996
474,656241043
475,485893871
476,298953442
477,527620427
478,872933797
479,565277879
480,486796441
481,251421322
482,139484079
483,951226988
484,404202356
485,880521608
486,897644436
487,233491503
488,648245356
489,616710701
490,142311440
491,790056874
492,163900079
493,1724147
494,117899799
495,34435818
496,837326263
497,215452604
498,763448402
499,53644105
500,370541952
501,934381442
502,411323168
503,321005456
504,562212116
505,381182237
506,805383120
507,961520227
508,845325030
509,336361363
510,172577224
511,826114135
512,391347290
513,19975912
514,454711102
515,975078168
516,766080490
517,781927944
518,782049804
519,700872680
520,986264286
521,666919411
522,320366561
523,513255726
524,314943930
525,587444909
526,122573839
527,508651776
528,677135691
529,292606599
530,647717103
531,494747403
532,967277230
533,423118573
534,310328777
535,22229608
536,972169879
537,54720850
538,964029701
539,359718297
540,526923305
541,752127029
542,874253974
543,760313290
544,744291501
545,719836025
546,689990673
547,381542707
548,242953868
549,22327180
550,571938511
551,439888564
552,923133144
553,301010542
554,388334916
555,95376541
556,193572487
557,541317978
558,608745195
559,617268562
560,889915300
561,785259477
562,854084086
563,630611853
564,247532583
565,3325990
566,734675152
567,94236147
568,551534555
569,124945410
570,770418585
571,390008137
572,839157101
573,207125162
574,22541528
575,720291660
576,942124643
577,100479440
578,720152671
579,680004121
580,170752701
581,37518455
582,158317816
583,750599187
584,581938413
585,630235747
586,798050686
587,742111925
588,587139292
589,239812662
590,553039866
591,594543422
592,659968758
593,191849844
594,904363932
595,650218323
596,254482752
597,973792706
598,689238538
599,550845724
600,901102444
601,856883131
602,534629365
603,975843563
604,481950699
605,781713640
606,852403855
607,337897100
608,973171739
609,393918935
610,931298145
611,137344949
612,120801945
613,524942398
614,326503553
615,521621451
616,290430265
617,36674438
618,421729022
619,2234201
620,742863471
621,208588371
622,937399431
623,871372157
624,739492583
625,914612297
626,286307859
627,763429371
628,144629174
629,724436128
630,879912479
631,699195275
632,836221812
633,409652383
634,240318450
635,627607511
636,315022488
637,844818230
638,78321690
639,875545883
640,732469858
641,778207148
642,72678889
643,803440786
644,993375538
645,418660637
646,170908898
647,467498062
648,158197017
649,681569061
650,290774480
651,809507309
652,984480397
653,404702180
654,988643560
655,818775857
656,109134582
657,784480951
658,199504173
659,64441392
660,60773938
661,33614510
662,522444004
663,95852994
664,197730027
665,579891643
666,40638014
667,898161010
668,993374251
669,603985772
670,761255606
671,165199290
672,525405864
673,825976287
674,942057302
675,466596001
676,700450016
677,742276619
678,241311513
679,383819626
680,72584031
681,758459231
682,897005811
683,6538271
684,691380247
685,420894930
686,68097495
687,260850834
688,357459023
689,572285371
690,882903216
691,42103310
692,344882008
693,616798604
694,201770003
695,858404135
696,962384014
697,311786755
698,77201254
699,567175592
700,314429653
701,859686733
702,744031835
703,984442980
704,956703961
705,417614779
706,148069856
707,406512416
708,182103856
709,483200348
710,969551031
711,341889835
712,766140628
713,845411534
714,728662349
715,497541682
716,958281360
717,206537158
718,77254927
719,378143057
